transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
1559,20-08-2022,07:40:00,49,Female,40,Clothing,4,300,144,1200
920,20-08-2022,10:25:00,99,Female,28,Beauty,3,25,6.75,75
536,20-08-2022,06:25:00,17,Female,55,Beauty,4,30,8.7,120
416,21-08-2022,09:29:00,55,Male,53,Electronics,4,500,245,2000
1800,21-08-2022,10:53:00,1,Male,32,Clothing,4,300,111,1200
910,21-08-2022,06:29:00,138,Female,20,Beauty,3,50,22.5,150
422,21-08-2022,22:34:00,67,Female,28,Clothing,3,30,13.2,90
1150,22-08-2022,10:04:00,77,Female,,Electronics,4,30,10.2,120
944,23-08-2022,20:22:00,136,Male,44,Clothing,2,25,12,50
134,25-08-2022,09:03:00,132,Male,49,Electronics,1,50,16,50
1317,25-08-2022,08:02:00,144,Male,22,Electronics,3,30,12,90
1270,25-08-2022,22:54:00,84,Male,43,Electronics,1,300,108,300
679,26-08-2022,08:59:00,64,Female,18,Beauty,,,,
964,26-08-2022,08:18:00,15,Male,24,Clothing,3,300,156,900
287,26-08-2022,11:07:00,88,Male,54,Clothing,4,25,10,100
1455,27-08-2022,21:35:00,32,Male,31,Electronics,4,25,13.75,100
1736,28-08-2022,08:57:00,87,Male,29,Clothing,4,25,10.25,100
1839,28-08-2022,21:57:00,92,Female,20,Electronics,4,300,156,1200
1498,29-08-2022,17:08:00,51,Female,50,Clothing,4,25,12.5,100
438,31-08-2022,10:15:00,88,Female,42,Clothing,1,30,15.9,30
1315,31-08-2022,20:52:00,14,Male,47,Clothing,2,30,12.9,60
183,01-09-2022,19:22:00,28,Female,43,Beauty,3,300,375,900
1641,01-09-2022,17:41:00,65,Female,40,Electronics,1,300,165,300
700,01-09-2022,15:07:00,61,Male,36,Electronics,4,500,250,2000
907,02-09-2022,06:16:00,145,Female,45,Electronics,1,25,8.5,25
206,02-09-2022,18:18:00,31,Male,61,Clothing,1,25,11.75,25
1889,02-09-2022,22:48:00,80,Female,35,Electronics,1,50,56,50
1456,02-09-2022,18:49:00,85,Male,57,Electronics,2,30,37.2,60
115,02-09-2022,19:21:00,67,Male,51,Clothing,3,500,255,1500
85,03-09-2022,08:05:00,68,Male,31,Clothing,3,50,19,150
1584,03-09-2022,11:07:00,62,Female,27,Beauty,4,50,16.5,200
710,03-09-2022,21:11:00,71,Female,26,Electronics,3,500,495,1500
1496,03-09-2022,15:05:00,110,Male,23,Clothing,2,300,120,600
209,03-09-2022,12:22:00,61,Female,30,Electronics,4,50,14,200
664,03-09-2022,16:52:00,109,Female,44,Clothing,4,500,170,2000
233,03-09-2022,13:09:00,81,Female,51,Beauty,2,300,132,600
805,03-09-2022,13:55:00,59,Female,30,Beauty,3,500,155,1500
412,04-09-2022,19:36:00,30,Female,19,Electronics,4,500,570,2000
706,04-09-2022,22:19:00,66,Male,51,Electronics,4,25,8,100
791,04-09-2022,16:28:00,106,Female,51,Beauty,1,25,11.75,25
346,05-09-2022,06:54:00,38,Male,59,Clothing,2,500,215,1000
1095,05-09-2022,17:56:00,56,Female,32,Clothing,2,30,9.9,60
525,05-09-2022,14:15:00,98,Female,47,Beauty,2,25,7,50
1989,06-09-2022,16:21:00,109,Female,44,Electronics,1,25,13.25,25
993,07-09-2022,09:21:00,134,Female,48,Electronics,3,50,17,150
1263,07-09-2022,20:49:00,47,Male,23,Beauty,2,30,35.4,60
1814,07-09-2022,17:53:00,43,Female,59,Clothing,1,500,620,500
1122,07-09-2022,19:53:00,138,Male,64,Electronics,4,30,31.8,120
914,07-09-2022,22:25:00,83,Female,59,Electronics,1,500,510,500
1962,07-09-2022,18:59:00,65,Male,44,Clothing,2,30,32.7,60
1937,07-09-2022,17:57:00,52,Female,62,Beauty,1,500,620,500
87,07-09-2022,18:09:00,104,Female,28,Beauty,2,50,15.5,100
1248,08-09-2022,08:20:00,68,Male,26,Clothing,3,300,111,900
1934,08-09-2022,17:06:00,69,Male,30,Beauty,1,500,150,500
869,08-09-2022,22:16:00,51,Male,37,Beauty,3,500,485,1500
82,08-09-2022,12:55:00,85,Female,32,Beauty,4,50,15,200
360,09-09-2022,09:04:00,26,Male,42,Clothing,4,25,10.5,100
769,09-09-2022,18:57:00,18,Female,31,Electronics,4,30,10.2,120
1851,10-09-2022,21:36:00,87,Male,32,Electronics,2,25,25,50
935,10-09-2022,21:16:00,2,Female,34,Beauty,1,50,55.5,50
204,10-09-2022,21:04:00,101,Male,39,Beauty,1,25,31.25,25
137,10-09-2022,20:42:00,66,Male,46,Beauty,2,500,125,1000
777,10-09-2022,15:07:00,54,Male,48,Electronics,3,50,17,150
1577,11-09-2022,06:22:00,145,Male,21,Beauty,4,500,160,2000
1251,11-09-2022,21:08:00,137,Female,57,Beauty,4,50,57.5,200
1644,11-09-2022,19:32:00,124,Male,23,Beauty,3,25,28.75,75
1817,11-09-2022,21:22:00,82,Male,30,Beauty,4,50,50,200
1400,12-09-2022,11:54:00,115,Male,53,Clothing,4,50,20,200
297,12-09-2022,21:09:00,70,Female,40,Electronics,2,500,595,1000
1538,12-09-2022,20:57:00,21,Male,18,Clothing,3,50,53.5,150
1126,12-09-2022,17:12:00,62,Female,28,Clothing,3,30,28.8,90
266,12-09-2022,18:26:00,66,Female,19,Electronics,2,30,14.4,60
1971,12-09-2022,16:19:00,90,Female,27,Electronics,4,50,19,200
1392,12-09-2022,12:28:00,70,Male,27,Clothing,2,300,90,600
361,12-09-2022,16:37:00,112,Female,34,Electronics,4,300,81,1200
211,12-09-2022,14:02:00,54,Male,42,Beauty,3,500,235,1500
1287,13-09-2022,08:03:00,120,Male,54,Clothing,4,25,7,100
377,13-09-2022,08:30:00,141,Female,46,Clothing,4,50,18,200
1986,14-09-2022,08:28:00,29,Female,49,Clothing,2,500,145,1000
1068,14-09-2022,10:11:00,136,Male,25,Electronics,1,300,111,300
1075,14-09-2022,19:17:00,92,Male,61,Beauty,4,50,21.5,200
1859,14-09-2022,20:58:00,32,Female,56,Electronics,3,500,205,1500
1618,15-09-2022,06:27:00,118,Female,27,Beauty,1,50,13.5,50
1929,15-09-2022,06:50:00,62,Female,23,Beauty,3,25,12.75,75
1955,15-09-2022,21:11:00,134,Male,58,Clothing,1,25,6.5,25
251,15-09-2022,21:00:00,141,Female,57,Beauty,4,50,62.5,200
797,16-09-2022,06:38:00,116,Male,,Clothing,3,25,10.75,75
1704,16-09-2022,20:07:00,155,Female,62,Clothing,3,30,30.3,90
604,16-09-2022,19:34:00,139,Female,29,Electronics,4,50,50.5,200
938,16-09-2022,17:55:00,103,Male,49,Clothing,4,50,23,200
1678,16-09-2022,13:44:00,99,Female,60,Electronics,3,300,102,900
1238,17-09-2022,07:38:00,129,Female,39,Beauty,1,500,165,500
49,17-09-2022,10:33:00,37,Female,54,Electronics,2,500,255,1000
885,17-09-2022,10:10:00,121,Female,52,Clothing,4,30,14.4,120
1418,17-09-2022,18:19:00,68,Female,60,Electronics,2,500,215,1000
1529,17-09-2022,22:38:00,105,Female,35,Clothing,3,50,17,150
924,17-09-2022,22:18:00,151,Male,55,Beauty,2,50,55,100
1835,18-09-2022,20:58:00,98,Male,37,Clothing,4,50,49.5,200
1342,18-09-2022,23:00:00,114,Female,43,Clothing,4,500,485,2000
959,18-09-2022,17:59:00,54,Female,42,Electronics,2,30,28.5,60
951,18-09-2022,21:35:00,58,Male,33,Beauty,2,50,57.5,100
269,19-09-2022,11:31:00,87,Male,25,Clothing,4,500,250,2000
933,19-09-2022,07:53:00,81,Male,22,Beauty,1,30,12.9,30
800,19-09-2022,07:33:00,111,Male,32,Clothing,4,300,87,1200
52,19-09-2022,09:42:00,55,Female,36,Beauty,1,300,111,300
239,19-09-2022,19:34:00,1,Male,38,Electronics,3,500,165,1500
859,20-09-2022,21:52:00,46,Female,56,Electronics,3,500,190,1500
1195,21-09-2022,07:07:00,55,Male,52,Clothing,1,30,12,30
1334,21-09-2022,20:37:00,60,Male,31,Electronics,3,300,366,900
1968,21-09-2022,19:09:00,75,Female,48,Clothing,3,300,153,900
1621,22-09-2022,10:49:00,2,Female,40,Beauty,2,500,160,1000
709,22-09-2022,22:32:00,61,Female,19,Electronics,2,500,140,1000
894,22-09-2022,22:53:00,111,Male,52,Electronics,1,30,30.6,30
1616,22-09-2022,18:41:00,121,Male,41,Clothing,2,50,59,100
950,22-09-2022,21:27:00,75,Male,36,Clothing,3,300,144,900
1531,22-09-2022,13:19:00,56,Male,31,Electronics,1,500,250,500
1679,23-09-2022,08:08:00,71,Female,18,Beauty,3,30,15.3,90
1499,23-09-2022,09:46:00,3,Male,46,Beauty,2,30,11.7,60
373,23-09-2022,22:19:00,78,Female,25,Beauty,2,300,333,600
226,23-09-2022,17:02:00,69,Female,61,Clothing,1,50,57.5,50
355,23-09-2022,13:42:00,96,Female,55,Electronics,1,500,260,500
1336,23-09-2022,13:27:00,74,Female,52,Beauty,3,50,21.5,150
1451,23-09-2022,12:10:00,94,Female,45,Electronics,1,30,13.2,30
1650,23-09-2022,16:24:00,89,Male,55,Electronics,1,30,10.8,30
165,24-09-2022,19:01:00,75,Female,60,Clothing,4,300,318,1200
1485,24-09-2022,18:29:00,66,Male,24,Electronics,1,30,15.6,30
1153,24-09-2022,12:30:00,91,Male,63,Electronics,2,500,265,1000
473,25-09-2022,10:09:00,1,Male,64,Beauty,1,50,14.5,50
1169,25-09-2022,17:12:00,101,Male,18,Beauty,3,500,255,1500
1526,25-09-2022,15:06:00,84,Male,33,Clothing,2,50,26.5,100
1552,25-09-2022,12:11:00,55,Female,49,Electronics,3,25,13,75
1304,26-09-2022,22:19:00,4,Female,37,Electronics,2,30,9.3,60
1871,26-09-2022,18:39:00,41,Male,62,Beauty,2,30,30.6,60
1261,27-09-2022,21:19:00,116,Male,21,Clothing,2,25,6.25,50
1786,27-09-2022,21:26:00,69,Male,48,Clothing,4,25,28.75,100
921,28-09-2022,09:34:00,101,Male,,Electronics,3,25,8,75
125,28-09-2022,18:48:00,137,Male,48,Clothing,2,50,19,100
249,28-09-2022,20:17:00,109,Male,20,Clothing,1,50,53.5,50
1591,29-09-2022,11:00:00,62,Male,53,Electronics,4,25,7,100
830,29-09-2022,20:19:00,77,Female,64,Clothing,3,50,18.5,150
1345,29-09-2022,17:50:00,98,Male,62,Electronics,1,30,11.4,30
861,30-09-2022,08:57:00,22,Female,41,Clothing,3,30,9.6,90
705,30-09-2022,07:28:00,37,Male,60,Electronics,2,25,6.25,50
253,30-09-2022,21:26:00,66,Female,53,Clothing,4,500,525,2000
692,30-09-2022,19:48:00,110,Female,64,Clothing,2,50,49.5,100
835,30-09-2022,23:00:00,49,Male,37,Clothing,4,50,60,200
582,30-09-2022,21:38:00,110,Male,35,Clothing,3,300,75,900
1550,30-09-2022,13:11:00,73,Male,40,Clothing,3,300,147,900
1083,30-09-2022,15:46:00,99,Male,54,Electronics,2,50,17.5,100
1309,30-09-2022,16:50:00,93,Female,26,Beauty,1,25,9.5,25
945,01-10-2022,10:01:00,120,Male,30,Beauty,1,25,13.25,25
1906,01-10-2022,20:10:00,58,Female,20,Clothing,1,50,26.5,50
877,01-10-2022,19:52:00,134,Female,58,Clothing,1,25,6.75,25
796,01-10-2022,19:50:00,38,Male,43,Beauty,4,30,7.8,120
814,01-10-2022,20:33:00,96,Female,59,Clothing,1,500,540,500
1375,01-10-2022,17:50:00,79,Male,32,Clothing,1,50,59,50
1513,01-10-2022,21:47:00,19,Male,24,Electronics,4,25,31,100
1401,01-10-2022,21:20:00,85,Female,62,Clothing,1,300,294,300
852,01-10-2022,19:35:00,82,Female,41,Clothing,1,300,375,300
854,01-10-2022,15:42:00,84,Male,29,Clothing,1,50,22,50
1351,02-10-2022,20:58:00,88,Female,56,Clothing,3,30,28.5,90
1677,02-10-2022,20:51:00,84,Female,19,Beauty,3,500,490,1500
1713,03-10-2022,10:10:00,90,Male,34,Beauty,3,25,10.75,75
1821,03-10-2022,07:17:00,42,Male,49,Electronics,1,300,108,300
1543,03-10-2022,22:40:00,73,Male,49,Beauty,2,300,123,600
215,03-10-2022,21:20:00,101,Male,58,Clothing,3,500,145,1500
1566,03-10-2022,18:17:00,56,Female,64,Clothing,1,30,15.6,30
1475,04-10-2022,07:03:00,132,Male,26,Clothing,3,25,10.75,75
1185,04-10-2022,10:28:00,153,Male,24,Clothing,1,25,10.25,25
1564,04-10-2022,22:55:00,115,Male,50,Electronics,2,50,49.5,100
1074,04-10-2022,20:18:00,67,Female,18,Beauty,4,500,230,2000
1842,04-10-2022,14:03:00,84,Female,47,Clothing,2,300,75,600
643,05-10-2022,22:26:00,63,Female,28,Electronics,3,30,28.8,90
286,05-10-2022,22:56:00,92,Male,55,Electronics,2,25,27.75,50
817,05-10-2022,21:12:00,87,Male,30,Beauty,4,50,49,200
1171,05-10-2022,21:05:00,87,Female,52,Clothing,3,300,84,900
107,06-10-2022,09:18:00,75,Female,21,Clothing,4,300,78,1200
333,06-10-2022,08:15:00,21,Female,54,Electronics,4,300,99,1200
444,06-10-2022,07:06:00,51,Female,61,Clothing,3,30,15.9,90
1791,06-10-2022,14:52:00,87,Female,51,Beauty,1,25,7,25
390,07-10-2022,20:53:00,88,Male,39,Electronics,2,50,51,100
932,08-10-2022,08:33:00,120,Female,45,Beauty,4,25,7.75,100
113,08-10-2022,19:14:00,72,Female,41,Electronics,2,25,26.25,50
1393,08-10-2022,17:24:00,56,Female,22,Beauty,2,500,580,1000
1959,08-10-2022,19:56:00,95,Female,42,Electronics,2,30,34.2,60
531,08-10-2022,12:30:00,105,Male,31,Electronics,1,500,275,500
1910,09-10-2022,06:22:00,141,Female,20,Beauty,3,50,18,150
1568,09-10-2022,22:34:00,51,Female,51,Electronics,1,300,336,300
200,09-10-2022,22:29:00,130,Male,27,Beauty,3,50,60,150
1720,10-10-2022,08:51:00,28,Female,56,Beauty,3,500,190,1500
292,10-10-2022,06:33:00,111,Male,20,Beauty,4,300,141,1200
1626,10-10-2022,19:13:00,19,Female,26,Clothing,4,500,495,2000
634,10-10-2022,19:25:00,68,Male,60,Electronics,4,500,535,2000
983,10-10-2022,20:12:00,61,Female,29,Clothing,1,300,345,300
1369,10-10-2022,21:14:00,64,Male,23,Electronics,3,500,180,1500
41,11-10-2022,10:36:00,88,Male,34,Clothing,2,25,13.25,50
1325,11-10-2022,19:47:00,18,Female,52,Electronics,2,25,26.75,50
330,11-10-2022,20:18:00,116,Female,25,Beauty,4,50,55,200
1276,11-10-2022,18:54:00,140,Female,21,Beauty,4,25,27,100
57,11-10-2022,20:12:00,64,Female,63,Beauty,1,30,10.2,30
715,11-10-2022,20:57:00,55,Female,42,Beauty,4,25,6.25,100
913,12-10-2022,10:52:00,78,Male,29,Electronics,3,30,16.5,90
51,12-10-2022,22:09:00,78,Male,27,Beauty,3,25,24.75,75
1938,12-10-2022,20:15:00,76,Male,49,Clothing,4,50,13.5,200
618,13-10-2022,10:22:00,5,Female,27,Beauty,1,50,26,50
732,13-10-2022,08:45:00,136,Male,61,Electronics,2,500,250,1000
1563,13-10-2022,17:44:00,22,Male,20,Clothing,2,30,15.3,60
644,13-10-2022,21:49:00,107,Male,23,Beauty,3,25,29,75
1412,13-10-2022,19:59:00,75,Female,19,Electronics,4,500,615,2000
1573,13-10-2022,21:45:00,148,Male,49,Beauty,2,30,31.2,60
201,13-10-2022,19:08:00,105,Male,56,Electronics,1,25,29.75,25
1781,13-10-2022,12:22:00,55,Male,35,Beauty,1,500,225,500
500,14-10-2022,06:11:00,120,Female,60,Beauty,4,25,11.5,100
980,14-10-2022,19:51:00,147,Female,31,Electronics,3,25,12.5,75
171,14-10-2022,20:10:00,109,Female,52,Clothing,3,300,126,900
453,14-10-2022,14:45:00,90,Female,26,Clothing,2,500,265,1000
1828,14-10-2022,14:14:00,99,Female,33,Electronics,4,300,165,1200
813,15-10-2022,19:51:00,125,Male,52,Electronics,3,50,62,150
1208,15-10-2022,17:44:00,9,Female,34,Electronics,4,50,47.5,200
595,15-10-2022,21:35:00,65,Female,18,Clothing,4,500,210,2000
765,16-10-2022,19:03:00,77,Male,43,Clothing,4,50,12.5,200
622,16-10-2022,22:00:00,155,Female,49,Beauty,3,25,6.25,75
689,16-10-2022,20:17:00,55,Male,57,Electronics,2,50,52.5,100
334,16-10-2022,20:37:00,103,Male,31,Electronics,3,300,360,900
1706,16-10-2022,18:04:00,57,Male,51,Electronics,4,25,11.75,100
1410,16-10-2022,18:47:00,72,Female,29,Clothing,2,50,22.5,100
520,16-10-2022,12:42:00,79,Female,49,Electronics,4,25,13,100
1503,17-10-2022,18:28:00,67,Male,45,Beauty,4,500,605,2000
405,17-10-2022,17:55:00,79,Female,25,Clothing,4,300,324,1200
348,17-10-2022,20:20:00,83,Female,35,Electronics,2,300,147,600
1765,18-10-2022,22:49:00,13,Male,43,Clothing,4,50,16,200
937,18-10-2022,19:57:00,50,Female,62,Beauty,1,500,510,500
322,19-10-2022,06:11:00,13,Male,51,Electronics,1,500,125,500
785,19-10-2022,06:09:00,88,Female,31,Beauty,4,50,13,200
1632,19-10-2022,18:16:00,29,Female,26,Electronics,4,25,24.75,100
1172,19-10-2022,21:12:00,150,Male,32,Beauty,2,25,28.5,50
393,19-10-2022,18:52:00,85,Female,22,Beauty,2,500,595,1000
781,19-10-2022,16:52:00,106,Male,35,Beauty,1,500,225,500
54,20-10-2022,10:17:00,142,Female,38,Electronics,3,500,200,1500
1619,20-10-2022,18:07:00,61,Male,47,Electronics,4,25,24.25,100
571,20-10-2022,12:51:00,87,Female,41,Electronics,1,50,16,50
1649,21-10-2022,07:44:00,72,Female,58,Clothing,2,300,75,600
172,21-10-2022,18:09:00,52,Male,32,Beauty,2,25,28,50
513,21-10-2022,18:31:00,85,Male,24,Electronics,4,25,24.5,100
1010,21-10-2022,22:11:00,65,Female,52,Clothing,4,50,54.5,200
747,21-10-2022,18:12:00,51,Male,23,Beauty,1,30,9.3,30
1909,22-10-2022,19:41:00,17,Male,26,Electronics,1,300,339,300
47,22-10-2022,17:22:00,96,Female,40,Beauty,3,500,600,1500
1082,22-10-2022,15:56:00,111,Female,32,Beauty,4,50,27.5,200
1494,23-10-2022,19:29:00,74,Female,42,Beauty,4,50,62.5,200
1055,23-10-2022,21:35:00,97,Male,31,Beauty,4,30,37.5,120
1869,23-10-2022,19:51:00,113,Male,37,Beauty,3,500,605,1500
1710,23-10-2022,20:14:00,104,Female,26,Electronics,3,500,610,1500
1776,23-10-2022,20:07:00,111,Male,35,Clothing,3,30,32.1,90
1084,23-10-2022,20:37:00,93,Female,38,Electronics,3,30,7.8,90
386,23-10-2022,13:20:00,77,Female,54,Electronics,2,300,153,600
1920,24-10-2022,08:33:00,23,Female,28,Beauty,3,25,9.25,75
1390,24-10-2022,22:47:00,117,Male,39,Electronics,2,50,54,100
10,24-10-2022,22:55:00,81,Female,52,Clothing,4,50,62.5,200
627,24-10-2022,18:14:00,79,Male,57,Clothing,1,50,55.5,50
1599,24-10-2022,17:23:00,110,Female,28,Beauty,2,50,20.5,100
1957,25-10-2022,19:00:00,75,Female,60,Electronics,4,30,14.7,120
733,25-10-2022,21:07:00,143,Male,34,Beauty,1,30,28.5,30
1637,25-10-2022,20:50:00,97,Male,43,Clothing,2,300,297,600
1245,25-10-2022,20:47:00,129,Male,47,Clothing,3,30,36,90
1919,25-10-2022,17:54:00,78,Female,22,Beauty,2,25,26.5,50
1844,25-10-2022,20:30:00,70,Male,35,Clothing,3,50,50.5,150
803,25-10-2022,17:16:00,60,Male,39,Clothing,4,25,6.75,100
1743,26-10-2022,09:37:00,47,Female,34,Beauty,4,500,250,2000
1490,26-10-2022,07:15:00,155,Male,34,Clothing,3,50,17,150
434,26-10-2022,06:09:00,50,Female,43,Electronics,2,25,8.25,50
1110,26-10-2022,19:14:00,62,Male,27,Clothing,3,300,114,900
1381,26-10-2022,17:26:00,48,Female,44,Clothing,4,25,7.75,100
1574,26-10-2022,21:51:00,150,Female,63,Electronics,2,25,24.75,50
1524,26-10-2022,22:10:00,115,Male,46,Beauty,4,300,321,1200
845,27-10-2022,10:12:00,25,Male,,Clothing,1,500,145,500
329,27-10-2022,07:42:00,52,Female,46,Electronics,4,25,8,100
1435,27-10-2022,13:31:00,61,Female,30,Beauty,3,300,114,900
366,29-10-2022,09:32:00,116,Male,57,Clothing,2,50,17.5,100
714,29-10-2022,08:50:00,20,Female,18,Clothing,1,500,190,500
35,29-10-2022,17:30:00,122,Female,58,Beauty,3,300,126,900
1310,29-10-2022,21:31:00,74,Female,28,Beauty,1,25,24.75,25
431,29-10-2022,22:02:00,99,Male,63,Electronics,4,300,345,1200
1533,29-10-2022,19:35:00,67,Male,19,Electronics,3,500,255,1500
552,29-10-2022,13:32:00,85,Female,49,Electronics,3,25,9.75,75
1505,30-10-2022,08:00:00,98,Male,24,Beauty,1,50,14.5,50
626,30-10-2022,21:01:00,65,Female,26,Clothing,4,500,555,2000
1058,30-10-2022,18:31:00,100,Male,18,Clothing,4,300,153,1200
908,30-10-2022,14:47:00,64,Male,46,Beauty,4,300,81,1200
163,31-10-2022,09:38:00,144,Female,64,Clothing,3,50,23,150
912,31-10-2022,06:18:00,122,Male,51,Beauty,3,50,20.5,150
655,31-10-2022,18:43:00,19,Female,55,Clothing,1,500,210,500
312,31-10-2022,18:08:00,18,Male,41,Clothing,4,30,28.5,120
1939,31-10-2022,13:30:00,74,Female,46,Electronics,1,300,135,300
615,31-10-2022,15:06:00,58,Female,61,Clothing,4,25,10.5,100
989,31-10-2022,13:30:00,97,Female,44,Electronics,1,25,8.25,25
1333,01-11-2022,11:38:00,151,Female,54,Electronics,4,300,165,1200
597,01-11-2022,19:29:00,84,Male,22,Beauty,4,300,111,1200
126,01-11-2022,18:16:00,63,Female,28,Clothing,3,30,28.8,90
141,01-11-2022,19:26:00,54,Female,22,Electronics,1,50,59,50
1631,01-11-2022,19:11:00,75,Male,56,Electronics,3,30,12.3,90
1320,02-11-2022,11:55:00,102,Female,28,Electronics,4,300,84,1200
446,02-11-2022,19:57:00,104,Male,21,Electronics,1,50,13,50
1219,02-11-2022,21:47:00,149,Female,53,Electronics,3,30,11.1,90
794,02-11-2022,21:47:00,145,Female,60,Beauty,1,300,315,300
378,03-11-2022,18:16:00,81,Male,50,Beauty,1,300,165,300
1759,03-11-2022,17:27:00,102,Male,49,Electronics,2,50,23,100
549,03-11-2022,19:39:00,114,Female,50,Beauty,2,50,12.5,100
1259,03-11-2022,17:31:00,105,Female,45,Clothing,4,50,21,200
479,03-11-2022,21:35:00,90,Male,52,Electronics,4,300,105,1200
514,04-11-2022,08:35:00,139,Female,18,Electronics,1,300,96,300
216,04-11-2022,17:28:00,141,Male,62,Electronics,2,50,26.5,100
1370,04-11-2022,22:51:00,90,Male,23,Electronics,2,30,36,60
1586,04-11-2022,16:25:00,59,Male,50,Electronics,1,50,14,50
180,05-11-2022,10:47:00,117,Male,41,Clothing,3,300,129,900
240,05-11-2022,11:49:00,95,Female,23,Beauty,1,300,123,300
1256,05-11-2022,09:58:00,29,Male,23,Clothing,2,500,190,1000
1587,05-11-2022,20:06:00,140,Female,40,Beauty,4,300,105,1200
1819,05-11-2022,20:44:00,83,Female,35,Beauty,2,50,13.5,100
943,05-11-2022,19:29:00,90,Female,57,Clothing,4,300,318,1200
1896,05-11-2022,20:19:00,87,Female,30,Electronics,2,25,30.75,50
1137,05-11-2022,22:34:00,104,Male,46,Beauty,2,500,145,1000
856,05-11-2022,17:43:00,102,Male,54,Electronics,4,30,9.3,120
214,05-11-2022,16:31:00,53,Male,20,Beauty,2,30,8.1,60
1265,05-11-2022,14:35:00,86,Male,55,Clothing,3,300,111,900
145,06-11-2022,19:21:00,64,Female,39,Clothing,3,25,27.5,75
1181,06-11-2022,18:28:00,84,Male,19,Electronics,4,300,354,1200
95,06-11-2022,19:57:00,103,Female,32,Clothing,2,30,7.5,60
966,07-11-2022,07:22:00,119,Male,60,Electronics,2,500,190,1000
319,07-11-2022,18:50:00,145,Male,31,Clothing,1,500,500,500
767,07-11-2022,22:44:00,72,Male,39,Beauty,3,25,24.5,75
939,07-11-2022,15:28:00,75,Female,46,Electronics,1,300,81,300
192,08-11-2022,08:05:00,134,Male,62,Beauty,2,50,13,100
1932,08-11-2022,07:07:00,96,Female,45,Beauty,4,25,6.25,100
46,08-11-2022,17:50:00,54,Female,20,Electronics,4,300,84,1200
1823,08-11-2022,22:28:00,58,Female,56,Electronics,2,50,26.5,100
1087,08-11-2022,23:00:00,81,Female,28,Beauty,2,50,15,100
485,08-11-2022,17:30:00,101,Male,24,Electronics,1,30,11.4,30
1571,08-11-2022,14:55:00,105,Female,41,Electronics,1,50,25,50
1916,08-11-2022,12:40:00,102,Female,32,Electronics,1,50,16.5,50
1142,09-11-2022,09:49:00,2,Male,35,Electronics,4,300,114,1200
1885,09-11-2022,07:32:00,148,Female,52,Clothing,4,30,10.8,120
1681,09-11-2022,19:32:00,53,Female,43,Electronics,2,30,11.1,60
1516,09-11-2022,17:19:00,54,Male,30,Beauty,4,25,24.5,100
343,09-11-2022,18:44:00,68,Male,21,Electronics,2,25,30,50
1827,09-11-2022,20:02:00,62,Male,61,Beauty,3,300,132,900
1857,09-11-2022,12:15:00,109,Male,60,Electronics,2,25,7.5,50
900,10-11-2022,08:41:00,130,Male,21,Clothing,2,30,15.6,60
1339,10-11-2022,10:34:00,132,Female,22,Electronics,2,25,7.5,50
159,10-11-2022,21:30:00,42,Male,26,Clothing,4,50,23.5,200
146,10-11-2022,22:01:00,74,Male,38,Clothing,4,50,49,200
310,10-11-2022,21:34:00,76,Female,28,Beauty,1,25,31,25
982,10-11-2022,14:08:00,50,Female,46,Beauty,3,30,15.6,90
307,11-11-2022,22:54:00,32,Female,26,Electronics,2,25,8.5,50
224,11-11-2022,21:32:00,99,Female,25,Clothing,1,50,24,50
1949,11-11-2022,20:24:00,105,Female,41,Electronics,2,25,12.5,50
1476,11-11-2022,22:27:00,130,Female,27,Clothing,4,500,555,2000
389,11-11-2022,19:06:00,109,Male,21,Clothing,2,25,12.25,50
783,11-11-2022,15:37:00,91,Female,56,Clothing,1,300,150,300
103,12-11-2022,10:05:00,33,Female,59,Clothing,1,25,10.75,25
284,12-11-2022,09:17:00,129,Male,43,Clothing,4,50,20.5,200
1488,12-11-2022,19:24:00,9,Female,51,Electronics,3,300,126,900
1105,12-11-2022,19:09:00,19,Female,22,Electronics,1,500,270,500
147,12-11-2022,20:30:00,101,Male,23,Electronics,1,300,297,300
1060,12-11-2022,18:29:00,71,Male,30,Beauty,3,50,57,150
1999,12-11-2022,13:06:00,61,Female,36,Electronics,3,50,13,150
1025,12-11-2022,16:41:00,103,Female,64,Beauty,1,50,16.5,50
1464,13-11-2022,10:06:00,80,Male,38,Electronics,2,300,126,600
750,13-11-2022,07:33:00,69,Female,35,Clothing,3,25,8.75,75
1560,13-11-2022,17:16:00,91,Female,25,Electronics,1,50,18.5,50
832,13-11-2022,17:25:00,106,Male,47,Beauty,4,500,600,2000
533,13-11-2022,17:19:00,92,Male,19,Electronics,3,500,155,1500
1034,13-11-2022,14:48:00,52,Female,51,Clothing,3,50,24.5,150
879,13-11-2022,16:51:00,50,Male,23,Clothing,1,30,15.3,30
1522,14-11-2022,08:35:00,48,Male,46,Beauty,3,500,235,1500
1322,14-11-2022,09:56:00,10,Male,51,Electronics,1,500,250,500
547,14-11-2022,07:36:00,3,Male,63,Clothing,4,500,250,2000
1737,14-11-2022,22:32:00,40,Female,33,Clothing,1,50,14,50
59,14-11-2022,18:28:00,61,Male,62,Clothing,1,50,27,50
761,14-11-2022,22:16:00,64,Female,33,Clothing,1,500,275,500
580,14-11-2022,14:44:00,104,Female,31,Clothing,3,500,200,1500
